ProductID,Product Name,Description,List Price,Sale Price,Brand,Category,Dept,Sub-Category,SKU
1556,Christmas Vespers: Music of Michael Praetorius (CD),Details Coming Soon|Christmas Vespers: Music of Michael Praetorius (CD),15.71,15.71,AVIE,Special Interest,Music,Christmas Music,8736
1557,Old Frame Chen Family Taijiquan,"|Chen Family (or Chen Style) Taiji is the ancestor of all Taiji systems. Unlike many of the easy, meditative Taiji forms practiced in the West, Chen Style Taiji is a highly evolved martial art. Newcomers to the art will find useful information on how to identify a qualified instructor, while the martial arts theorist will find a thorough discussion concerning the origins and evolution of Taiji.",19.95,19.95,Mark Chen; Kenneth Chung,Sports & Outdoor Books,Books,Martial Arts & Self-Defense,4461
1558,Mnm Glass Metal Lined Beads Grn Mav,|Mnm Glass Metal Lined Beads Grn MavCountry of Origin: &nbsp;Imported,,,Darice,Beading & Jewelry Making,"Arts, Crafts & Sewing",Beads,5463
1559,5pcs DC3V 0.23A 8000(+/-10%)RPM Motor w 4 Vanes Blue 56mm Rotating Dia Propeller,"4 Vanes propeller, 56mm rotating diameter. Widely used on RC boat, exellent propeller replacement Please carefully check the rotating diameter . DC motor is included here. 4 Vanes propeller, 56mm rotating diameter. Widely used on RC boat, exellent propeller replacement Please carefully check the rotating diameter . DC motor is included here. productSecondImageUrl4productSecondImageUrl5productSecondImageUrl6 For CALIFORNIA residents only: WARNING: This product contains chemicals including DEHP, which is known to the State of California to cause cancer and birth defects or other reproductive harm.Please note that by posting this Proposition 65 warning, we are notifying you that one or more of the Proposition 65 listed chemicals may be present in a product. With Unique Bargains' products, the exposure to these chemicals may be of no significant risk to you, but out of caution, we have elected to place this warning on our site to make sure our customers are informed. You can find more information at http://www.oehha.ca.gov/proposition-65/about-proposition-65.|5pcs DC3V 0.23A 8000(+/-10%)RPM Motor w 4 Vanes Blue 56mm Rotating Dia Propeller",26.99,13.09,Unique Bargains,All Departments,Shop by Brand,Unique Bargains,7971
1560,"Mightyskins Protective Skin Decal Cover for Samsung Chromebook 11.6"" screen XE303C12 Notebook wrap sticker skins","Give your Samsung Chromebook 11.6&quot;a stylish look and protect it from abuse at the same time. Forget about bulky cases that make your Samsung Chromebook 11.6&quot;look thick and fat. MightySkins hardly adds any volume to your device and creates a whole new look that sets you apart from the crowd. Mightyskins also provide basic scratch protection to keep your device in prime condition at all times. This Samsung Chromebook 11.6&quot;Skin features an ultra-high inks and then covered with a clear protective layer for ultimate durability. All MightySkins use a patented repositionable and removable adhesive for fast and easy installation and goo-free removal. This skin set includes skins that cover the top, around the keyboard and a free wallpaper download for the screen for maximum impact. Samsung Chromebook 11.6&quot;is not included.|This is NOT A HARD CASE (Skin Decal Only). It is a vinyl skin/decal sticker and is NOT made of rubber, silicone, gel or plastic. Device shown not included.",19.99,19.99,Mightyskins,Electronics Learning Center,Electronics,Ads Free Page #21,5496
1561,"Offray 783793 0. 25 inch Single Face Satin Ribbon - 100 Yards, Purple Haze","High thread count Satin stands out with its bright bold colors and elegant feel making it versatile for any occasion. Features one shiny side and one matte side. Lion Ribbon has burst out with new ideas and trends for ribbon and its accessories. Our vast product line includes woven, cut-edge, printed, extruded and hot-stamped ribbon. We manufacture ribbon through printing, hot stamping, colour matching, and other processes. This allows us to provide a ribbon which is unique in designs, including floral arrangements and gift packaging. No matter the season, our spool of products will match for you. Features.|High thread count Satin stands out with its bright bold colors and elegant feel making it versatile for any occasion Features one shiny side and one matte side Lion Ribbon has burst out with new ideas and trends for ribbon and its accessories Our vast product line includes woven, cutedge, printed, extruded and hotstamped ribbon We manufacture ribbon through printing, hot stamping, colour matching, and other processes This allows us to provide a ribbon which is unique in designs, including floral arrangements and gift packaging No matter the season, our spool of products will match for you Features- 100 Polyester- Colorfast- Consistent colors from dye lot to dye lot- Machine washable and no ironing necessary- Perfect for weddings, special events, and sympathy- Made in the USASpecifications- Color Purple Haze- Size 025''- Length 100 Yards SKU: LNRB1958",15.47,15.47,Offray,Party Supplies,Party & Occasions,Gift Wrap & Supplies,9988
1562,Mozart Highlights,Details Coming Soon|Mozart Highlights,21.75,16.72,,Classical Music on CD or Vinyl,Music,Chamber Music on CD or Vinyl,9993
1563,Disney Classic Hideaway Playhut (Sofia The First Princess),|Disney Classic Hideaway Playhut (Sofia The First Princess),18,18,PlayHut,Pretend Play & Dress Up,Toys,Play Tents,3607
1564,LEGO Batman: The Movie DC Superheroes Unite (DVD),"|When Bruce Wayne receives the man of the year award, fellow billionaire Lex Luthor becomes jealous and decides to run for President. To create the atmosphere for his type of fear-based politics Lex recruits the Joker to perfect a Black LEGO Destructor Ray which wreaks havoc on Gotham. As Lex destroys Batman's tech, Batman reluctantly turns to Superman for help.",19.98,6.61,WARNER BROTHERS,Batman v Superman,Seasonal,Movies,4983
1565,Quiet As It's Kept,"Digitally re-mastered two-for containing a pair of albums from the Jazz great. Features the complete original album Quiet As It's Kept, which was awarded with four-and-a-half stars in Down Beat. As a bonus, Parisian Sketches, a studio LP taped in France the following year, also in it's entirety. Both albums present the exact same quintet, featuring Roach with Tommy and Stanley Turrentine, Julian Priester, and bassist Bob Boswell. Essential Jazz Classics. 2011.|Quiet As It's Kept",15.98,10.29,Max Roach,Jazz Music on CD or Vinyl,Music,Contemporary Jazz Music on CD or Vinyl,9188
1566,"Mission, Meaning, and Money : : How the Joint Distribution Committee Became a Fundraising Innovator","&quot;Fisher-Bernstein Institute for Jewish Philanthropy and Leadership, Brandeis Univeristy.&quot;|Mission, Meaning, and Money: How the Joint Distribution Committee Became a Fundraising Innovator",17.95,17.95,Mark Rosen,History Books,Books,Jewish History Books,9731
1567,Lutema Projector Replacement Lamp with Housing / Bulb for Optoma EzPro 726,"Lutema Optoma EzPro 726| Manufactured by MI Technologies, Inc. - the industry leading manufacturer of Projection Lamps in North America. PartNumbers: EzPro 726, Model Numbers: This product comes with a 180 Day Warranty from MI Technologies, Inc. ",121.17,71.17,Lutema,Projection Equipment,Office,Projectors & Presentation Equipment,4024
1568,MightySkins Skin Decal Wrap Compatible with Smok Sticker Protective Cover 100's of Color Options,"Do You Want Your Smok G150 To Look Different Than The Rest? You’re in the right place because we’ve got exactly what you’re looking for! This Barnwood skin is the perfect way to show off your gear! Or with hundreds of other MightySkins designs, you can be sure to find one that you’ll love, and that will show off your unique style! Do You Want To Protect Your Vape? With MightySkins your Vape is protected from scratches, dings, dust, fingertips, and the wear-and-tear of everyday use! Cover your Vape with a beautiful, stylish decal skin and keep it protected at the same time! Easy to apply, and easy to remove without any sticky residue! Make your favorite gear look like new, and stand out from the crowd! Order With Confidence - Satisfaction Guaranteed! MightySkins are durable, reliable, made in our state-of-the-art production facility in the U.S.A., and backed by our satisfaction guarantee! Product Details: • NOT A HARD CASE • Vinyl decal sticker • Matte Finish • Ultra-Thin, Ultra-Durable, Stain Resistant • Hundreds of different designs • Smok G150 is not included.|This is NOT A HARD CASE (Skin Decal Only). It is a vinyl skin/decal sticker and is NOT made of rubber, silicone, gel or plastic. Device shown not included.",5.99,5.99,Mightyskins,Electronics Learning Center,Electronics,Ads Free Page #21,2529
1569,"Arcade Joystick Crystal Light Up Ball Top - GREEN, by RetroArcade.us","Product Information Arcade Joystick Crystal Ball Top, Light Up. Features: 3.5 cm diameter Green Ball Size: 1.4&quot; / 35.57mm Joystick shaft ball thread size: 6mm Package Contents:1 - Arcade Joystick Crystal Ball Top - Green UPC: 018227479752Jamma 60-in-1 PCB, iCade, Arcade Multigame, Multicade board, JAMMA, Jamma PCB, Jamma 60-in-1, 60 in 1, Jamma Boards, 60 in 1 Arcade, 60 in 1 Jamma, Jamma Arcade, iCade 60 in 1, iCade 60-in-1, Jamma Board,Classic Arcade Joystick, Classic Red Ball Design, Jamma 60-in-1 PCB, Jamma 60-in-1, MAME Joystick, Arcade Joystick|Brand New, in stock, fast shipping!",,,,Video Game Titles,Video Games,Video Game Titles,1647
1570,"Diecast Car & Accessory Package - 1956 Plymouth Savoy w/ Black Top, Red - Signature Models 32341 - 1/32 Scale Diecast Model Toy Car w/display case","This sweet diecast package contains two great products at one low price!|Two Piece Diecast Car &amp; Accessory Package Includes: 1956 Plymouth Savoy w/ Black Top, Red - Signature Models 32341 - 1/32 Scale Diecast Model Toy Car Acrylic Display Case for 1/32 Scale Diecast Model Toy Cars - PP083C 32341-SIG-RED,PP083C",32.28,32.28,Signature Models,Remote Control & Play Vehicles,Toys,Play Vehicles,7970
1571,Jukebox Girl Kid's Costume,"***ADDITIONAL ITEMS FROM THIS MARKETPLACE SELLER SHIP FOR $1.00 OR LESS***|The Jukebox Girl Costume for Children is the one costume that gets the party started! This costume comes with an adorable outfit, which includes a poodle skirt, a black leotard, a sweet little belt, and a gorgeous scarf. You can complete this cute costume with a pair of Kid's Saddle shoes and a pair of poodle socks. The Jukebox Girl Costume for Children is an easy to wear and fun costume to wear! Your little one will be rocking around the clock with this costume!Country of Origin: &nbsp;USA and/or Imported",99.99,58.99,La Mendola,Pretend Play & Dress Up,Toys,Pretend Play & Dress Up,7367
1572,Eleven Doors Open,"Sue Horowitz is a Jewish singer-songwriter living in coastal Maine. She writes, often in partnership with Rabbi Lev Baesh, highly singable and usable songs that are used in worship settings in synagogues, camps and youth groups. Her premier CD, Eleven Doors Open, was produced in Boston by the very talented Josh Nelson. Sue's song 'Hinei Mah Tov' Can be found on URJ's Transcontinental press Ruach CD. Here are a few reviews of the CD: (From the Jerusalem Post): Eleven Doors Open is a classic example of an album that was put together with competence and good taste...A few tracks...do break out of the mold. Rabbi Shlomo Halevi Alkabetz of Safed's beloved 16th century para-liturgical 'Lecha Dodi' appears here as an elegant waltz thanks to Horowitz's original melody. Her own banjo picking also lends some authentic Americana flavor to 'L'dor Vador.' 'Mah Tovu,' traditionally recited upon entering the synagogue in the morning, is explored through a funk-derived groove. And 'Pitchu Li' flexes it's dramatic muscle, starting off small before flowering into something grandiose. (From David Smerling, songleader): Sue Horowitz has put out a wonderful CD of 11 original songs/prayers entitled 'Eleven Doors Open'. It was wonderfully produced by another one of our community, Josh Nelson -- who also plays a myriad number of instruments and does some backup singing. Guest stars on the CD include Rabbi Larry Milder, and Peter and Ellen Allard amongst others. Sue composed all the music and collaborated on a lot of the English lyrics with yet another of our community, Rabbi Lev Baesh. Sue has a beautiful, rich and deep, clear voice that touches you, as well as being easy to sing along with. The upbeat tunes are catchy -- I've ended up humming all day whichever one I heard last. The softer, more sensitive pieces are captivating. You can't help, but be drawn into the prayer. There is a certain grace and beauty in all the pieces derived from their simplicity (and I mean that in the absolutely most complimentary way)! The music is quite accessible -- the same week I first listened to the CD, I used three of Sue's tunes/prayers in that week's erev shabbat service.|Eleven Doors Open",17.16,17.16,,World Music & Reggae,Music,All World & Reggae Music,6143
1573,Adventures Odyssey: Peer Pressure (Audiobook),"|This collection of previously released episodes will introduce new listeners to the characters and the early days of Adventures in Odyssey at a special low price! Each volume features three exciting, action-packed stories. Bible stories, character-building adventures, and historical events are all fair game for object lessons in living. Collect them all!",6.99,6.99,Aio Team,Children's & Kids' Books,Books,Action & Adventure Kids' Books,6971
1574,Original Osram Projector Replacement Lamp for Epson ELPLP41,"Original Osram P-VIP bulb only or with Housing for Epson ELPLP41. The lamps are manufactured using high quality standards and technology. We are an authorized distributor for Philips, Osram , Ushio &amp; other major lamp manufacturers. Part Numbers: ELPLP41, ELP LP41, ELP-LP41, ELPLP41, EP V13H010L41, EP-V13H010L41, EPV13H010L41, H010L41, V13H010L41 Model Numbers: EB-TW420, EB TW420, EBTW420, EB-WG, EB WG, EBWG, EB-X5, EB X5, EBX5, EB-X6, EB X6, EBX6, V11H284053, EB-X62, EB X62, EBX62, EB-X6LU, EB X6L, EB X6LU, EB X6U, EB-X6L, EB-X6U, EBX6L, EBX6LU, EBX6U, EH-TW420, EH TW420, EHTW420, EMP-260, EMP 260, EMP260, EMP-X5, EMP X5, EMPX5, EMP-X52, EMPX52, EMP-X6, EMP X6, EMP X6E, EMP-X6E, EMPX6, EMPX6E, EX21, EMP-EX21, EMPEX21, V11H283620, EX30, EMP-EX30, EMPEX30, V11H283020, EX50, EMP-EX50, EMPEX50, V11H284220, EX70, EMP-EX70, EMPEX70, V11H285220, H283A, H283A, H283B, H283B, H283C, H283C, H284A, H284A, H284B, H284B, H284C, H284C, H285A, H285A, H285C, H285C, PowerLite 260d, 260d, EMP 260d, EMP-260d, EMP260d, PowerLite-260d, PowerLite260d, PowerLite 77c, EMP-77, EMP-77C, EMP77, EMP77C, PowerLite 77, PowerLite77, PowerLite77c, V11H254220, PowerLite 78, EMP-78, EMP-78C, EMP78, EMP78C, PowerLite 78c, PowerLite78, PowerLite78c, V11H284420, PowerLite Home Cinema 700, EMP-HC700, EMPHC700, HC700, powerLite HC 700, PowerLite HC700, V11H285620, PowerLite S5, EMP S5+, EMP-S5, EMP-S5+, EMP-S52, EMPS5, EMPS5+, EMPS52, PowerLiteS5, V11H252020, PowerLite S6, EB S62L, EB S6LU, EB-S6, EB-S62, EB-S62L, EB-S6LU, EBS6, EBS62, EBS62L, EBS6LU, EMP S6+, EMP-S6, EMP-S6+, EMPS6, EMPS6+, PowerLiteS6, V11H283420, PowerLite W6, EB-W6, EB-W62, EBW6, EBW62, EMP-W6, EMPW6, V11H285420| Manufactured by MI Technologies, Inc. - the industry leading manufacturer of Projection Lamps in North America. PartNumbers: ELPLP41, ELP LP41, ELP-LP41, ELPLP41, EP V13H010L41, EP-V13H010L41, EPV13H010L41, H010L41, V13H010L41, 260d, EB S62L, EB S6LU, EB TW420, EB WG, EB X5, EB X6, EB X62, EB X6L, EB X6LU, EB X6U, EB-S6, EB-S62, EB-S62L, EB-S6LU, EB-TW420, EB-W6, EB-W62, EB-WG, EB-X5, EB-X6, EB-X62, EB-X6e, EB-X6L, EB-X6LU, EB-X6U, EBS6, EBS62, EBS62L, EBS6LU, EBTW420, EBW6, EBW62, EBWG, EBX5, ",128.13,78.13,Lutema,Projection Equipment,Office,Projectors & Presentation Equipment,6464
